Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,Author,Theme,image,360_image
Apple II - Programmer’s Aid #1 - Installation and Operating Manual,Printed Matter,Manual,Introductory,"Apple Computer, Inc.",Apple II - Programmer’s Aid #1 - Installation and Operating Manual,,,,,Apple Computer,,Apple Computer,English,1978,,030-0026,,,,,,,,,,2013.12.12,,Brad Feld,,,,,
Timex Sinclair User,Printed Matter,Periodical,Narrow Topic,Timex Sinclair,Timex Sinclair User,,,,,,,ECC Publications Inc. in conjunction with C/W/ Communications/Inc.,English,1983,,Volume 1 #4,,,,,,,,,,2013.12.131,,Kenneth Kuhn,,,,,
Timex Sinclair User,Printed Matter,Periodical,Narrow Topic,Timex Sinclair,Timex Sinclair User,,,,,,,ECC Publications Inc. in conjunction with C/W/ Communications/Inc.,English,1983,,Volume 1 #5,,,,,,,,,,2013.12.132,,Kenneth Kuhn,,,,,
Apple Language System - Installation and Operating Manual,Printed Matter,Manual,Introductory,"Apple Computer, Inc.",Apple Language System - Installation and Operating Manual,,,,,Apple Computer,,Apple Computer,English,1979,,030-0059-00,,,,,,,,,,2013.12.14,,Brad Feld,,,,,
Macintosh - MacWrite (User’s Manual),Printed Matter,Manual,User,"Apple Computer, Inc.",Macintosh - MacWrite (User’s Manual),,,,,Lynnea Johnson,,"Apple Computer, Inc.",English,1983,,030-0688,,,,,,,,,,2013.12.15,,Brad Feld,Slightly different version of Accession #2013.07.630.,,,,
Compaq - MS-DOS Version 2 - Reference Guide,Printed Matter,Manual,User,Compaq,Compaq - MS-DOS Version 2 - Reference Guide,,,,,Compaq Computer Corporation,,Compaq Computer Corporation,English,1984,,100706-001,,,,,,,,,,2013.12.16,,Brad Feld,,,,,
Compaq Plus - Operations Guide,Printed Matter,Manual,User,Compaq,Compaq Plus - Operations Guide,,,,,Compaq Computer Corporation,,Compaq Computer Corporation,English,1983,,100712-001,,,,,,,,,,2013.12.17,,Brad Feld,,,,,
Compaq - BASIC Version 2 - Reference Guide,Printed Matter,Manual,User,Compaq,Compaq - BASIC Version 2 - Reference Guide,,,,,Compaq Computer Corporation,,Compaq Computer Corporation,English,1984,,100707-001,,,,,,,,,,2013.12.18,,Brad Feld,,,,,
Apple 6502 - Assembler/Editor,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple 6502 - Assembler/Editor,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1980,,030-0112-00,,,,,,,,,,2013.12.2,,Brad Feld,,,,,
Apple II - S-C Assembler II (User’s Manual),Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - S-C Assembler II (User’s Manual),,,,,S-C Software,,S-C Software,English,1979,,,,,,,,,,,,2013.12.20,,Brad Feld,Disk Version 3.2. For the APPLE II Computer.,,,,
SIMTEC - Kids Computer Kamp: A SIMTEC Programming Course for Young People,Printed Matter,Book,Reference,Computer Literacy,SIMTEC: Kids Computer Kamp: A SIMTEC Programming Course for Young People,,,,,Simtec,,Simtec,English,1983,,,,,,,,,,,,2013.12.21,,Brad Feld,Personal Productivity Courses (Spring Summer 1983),,,,
SIMTEC - Simplified Technology Course: Introductory VisiCalc for the Corporate Planner,Printed Matter,Book,Reference,Computing in Business,SIMTEC - Simplified Technology Course: Introductory Visicalc for the Corporate Planner,,,,,Eric Taylor and John Dunn,,Simtec,English,1982,,,,,,,,,,,,2013.12.22,,Brad Feld,Personal Productivity Courses (Spring Summer 1983),,,,
SIMTEC - How to Operate Wordstar,Printed Matter,Book,Reference,Word Processing,SIMTEC - How to Operate WordStar,,,,,Simtec,,Simtec,English,1983,,,,,,,,,,,,2013.12.23,,Brad Feld,Personal Productivity Courses (Spring Summer 1983),,,,
Compaq Plus - Quick Reference Guide,Printed Matter,Manual,User,Compaq,Compaq Plus - Quick Reference Guide,,,,,Compaq Computer Corporation,,Compaq Computer Corporation,English,1984,,100714-001,,,,,,,,,,2013.12.24,,Brad Feld,,,,,
Apple Machine Language,Printed Matter,Book,Reference,Programming,Apple Machine Language,,,,,Don Inman and Kurt Inman,,Reston Pubishing Co.,,1981,, 0-8359-0230-7,,,,,,,,,,2013.12.3,,Brad Feld,,,,,
TRS-80 Model II Assembly Language Development System,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Assembly Language Development System,,,,,Tandy Corporation,,Tandy Radio Shack,English,1982,,Cat. No. 26-4712,,,,,,,,,,2013.12.30,,William Waite,Includes an Assembly Language Development System diskette.,,,,
TRS-80 Model II Scripsit 2.0 Reference Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Scripsit 2.0 Reference Manual,,,,,Tandy Corporation,,Tandy Radio Shack,English,1981,,,,,,,,,,,,2013.12.31,,William Waite,,,,,
TRS-80 Model II Technical Reference Handbook,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Technical Reference Handbook,,,,,Tandy Corporation,,Tandy Radio Shack,English,1980,,Cat. No. 26-4921,,,,,,,,,,2013.12.32,,William Waite,,,,,
TRS-80 Model II Fortran User’s Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Fortran User’s Manual,,,,,Tandy Corporation,,Tandy Radio Shack,English,1979,,Cat. No. 26-4701,,,,,,,,,,2013.12.33,,William Waite,Includes a Fortran diskette.,,,,
VisiCalc: Instantly Calculating ‘Electronic Worksheet’,Printed Matter,Manual,User,Software,VisiCalc: Instantly Calculating ‘Electronic Worksheet’,,,,,Joyce Uggla and Richard A. Bretschenider,,VisiCorp,English,1982,,Cat. No. 26-4521,,,,,,,,,,2013.12.35,,William Waite,Includes a VisiCalc diskette.,,,,
TRS-80 Model II Statistical Analysis Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Statistical Analysis Manual,,,,,Tandy Corporation,,Tandy Radio Shack,English,1981,,Cat. No. 26-4540,,,,,,,,,,2013.12.36,,William Waite,Includes a Statistical Analysis diskette.,,,,
TRS-80 Model II Scripsit 2.0 Reference Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Scripsit Reference Manual,,,,,Tandy Corporation,,Tandy Radio Shack,English,1981,,Cat. No. 26-4531,,,,,,,,,,2013.12.37,,William Waite,Includes four Model II Scripsit 2.0 Training Program cassette tapes.,,,,
TRS-80 Model II Scripsit Spelling and Hyphenation Dictionary,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Scripsit Spelling and Hyphenation Dictionary,,,,,Tandy Corporation,,Tandy Radio Shack,English,1981,,Cat. No. 26-4534,,,,,,,,,,2013.12.38,,William Waite,Includes Scripsit Spelling and Hyphenation Dictionary diskette.,,,,
TRS-80 Model II Operation Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II Operation Manual,,,,,Tandy Corporation,,Tandy Radio Shack,English,1980,,Cat. No. 26-4920,,,,,,,,,,2013.12.39,,William Waite,Includes TRSDOS Disk Operating System and BASIC Interpreter diskette.,,,,
How to Profit from Your Personal Computer,Printed Matter,Book,Reference,Computing in Business,How to Profit from Your Personal Computer,,,,,T.G. Lewis,,"Hayden Book Company, Inc. Rochelle Park, New Jersey",English,1978,, 0-8104-5761-X,,,,,,,,,,2013.12.4,,Brad Feld,,,,,
U.S. Robotics Sportster 2400 Modem User’s Guide,Printed Matter,Manual,User,Modem,U.S. Robotics Sportster 2400 Modem User’s Guide,,,,,U.S. Robotics,,U.S. Robotics,English,1987,,1.015.097 Rev. B,,,,,,,,,,2013.12.41,,William Waite,,,,,
Hayes SmartModem 2400 User’s Guide,Printed Matter,Manual,User,Modem,Hayes SmartModem 2400 User’s Guide,,,,,Hayes Microcomputer Products,,Hayes Microcomputer Products,English,1985,,98-00192,,,,,,,,,,2013.12.49,,William Waite,,,,,
CAT Modem--Novation - Installation and Operation Manual,Printed Matter,Manual,Introductory,Peripheral,CAT Modem--Novation - Installation and Operation Manual,,,,,Novation,,,English,1978,,NM153/1278,,,,,,,,,,2013.12.5,,Brad Feld,,,,,
Notebook w/ Handwritten Game Notes,Printed Matter,Ephemera,User Generated,Notes,Notebook w/ Handwritten Game Notes,,,,,William Waite,,,English,,,,,,,,,,,,,2013.12.51,,William Waite,Notepad containing handwritten game notes. Jeans logo on cover.,,,,
TRS-80 Model II  Computer Graphics (BASIC/Utilities/Subroutines) Manual,Printed Matter,Manual,User,Tandy Radio Shack,TRS-80 Model II  Computer Graphics Manual (BASIC/Utilities/Subroutines),,,,,Tandy Corporation,,Tandy Radio Shack,English,1981,,Cat. No. 26-4104,,,,,,,,,,2013.12.52,,William Waite,Includes a Computer Graphics (BASIC/Utilities/Subroutines) diskette.,,,,
Assembly Language Programming for the Apple Basic User,Printed Matter,Book,Reference,Assembly,Assembly Language Programming for the Apple Basic User,,,,,W. J. Weller,,Northern Technology Books,English,1981,, 0-930594-09-6,,,,,,,,,,2013.12.6,,Brad Feld,,,,,
MacComCenter: Fax and Data Communications,Printed Matter,Manual,User,Software,MacComCenter: Fax and Data Communications,,,,,"Smith Micro Software, Inc.",,,English,1994,,,,,,,,,,,,2013.12.64,,Patrick Martin and Adam Wilson,American E-mail BBS,,,,
Apple II User’s Guide,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II User’s Guide,,,,,"Lon Poole, Martin McNiff, and Steven Cook",,Osborne/McGraw-Hill,English,1981,, 0-931988-46-2,,,,,,,,,,2013.12.7,,Brad Feld,,,,,
Apple - Silentype Printer - Operation and Reference Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple - Silentype Printer - Operation and Reference Manual,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1980,,030-0095-00,,,,,,,,,,2013.12.8,,Brad Feld,,,,,
Apple II - Applesoft Tool Kit,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - Applesoft Tool Kit,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1980,,030-0113-00,,,,,,,,,,2013.12.9,,Brad Feld,,,,,
QuickLink II Fax,Printed Matter,Manual,User,Fax,QuickLink II Fax,,,,,SmithMicro Software,,,English,1994,,,,,,,,,,,,2013.12.90,,Benjamin Robertson,,,,,
Motion Works ADD MOTION Manual,Printed Matter,Manual,User,Software,Add Motion Manual,,,,,Motion Works USA,,Motion Works USA,English,1992,,,,,,,,,,,,2013.12.91,,Benjamin Robertson,,,,,
Programming for Poets: A Gentle Introduction Using FORTRAN with WATFIV,Printed Matter,Book,Reference,Computing in the Humanities,Programming for Poets: A Gentle Introduction Using FORTRAN with WATFIV,,,,,Richard Conway and James Archer,,Winthrop Publishers,English,1978,, 0-87626-722-3,,,,,,,,,,2013.12.92,,,,,,,
Computers in the Humanities,Printed Matter,Book,Academic,Theory,Computers in the Humanities,,,,,,,U of Minnesota P,English,1974,, 0-8166-0731-1,,,,,,,,,,2013.12.93,,,,,,,
Statistics and Style,Printed Matter,Book,Academic,Practice,Statistics and Style,,,,,,,American Elsevier Publishing Company,English,1969,,SBN 444-00039-9,,,,,,,,,,2013.12.94,,,Number Six in the Series: Mathematical Linguistics and Automatic Language Processing.,,,,
Advances in Computer-aided Literary and Linguistic Research,Printed Matter,Book,Academic,Conference Proceedings,Advances in Computer-aided Literary and Linguistic Research,,,,,,,The University of Aston in Birmingham,English,1979,, 0-903807-64-5,,,,,,,,,,2013.12.95,,,"2 of 2 duplicate copies. Proceedings of the Fifth International Symposium on Computers in Literary and Linguistic Research held at the University of Aston in Birmingham, UK from 3-7 April 1978.",,,,
Shakespeare’s Grammatical Style: A Computer-Assisted Analysis of Richard II and Antony and Cleopatra,Printed Matter,Book,Academic,Practice,Shakespeare’s Grammatical Style: A Computer-Assisted Analysis of Richard II and Antony and Cleopatra,,,,,Dolores M. Burton,,U of Texas P,English,1973,, 0-292-77504-0,,,,,,,,,,2013.12.96,,,,,,,
Commodore VIC-20 - Personal Computing on the VIC-20: A Friendly Computer Guide,Printed Matter,Manual,User,Commodore International,Commodore - Personal Computing on the VIC-20: A Friendly Computer Guide,,,,,Commodore International,,Commodore International,English,1984,,324034-01,,,,,,,,,,2014.01.319,,Aaron Kuhn,,,,,
"Apple, Inc.",Printed Matter,Manual,Introductory,Basic,Commodore VIC-20 - An Introduction to BASIC: Part 1,,,,,Andrew Colin,,Commodore International,English,1981,,,,,,,,,,,,2014.01.320,,Aaron Kuhn,Part of “The VIC Learning Series”,,,,
Commodore VIC-20 - Omega Race (Manual),Printed Matter,Manual,User,Commodore International,Commodore VIC-20 - Omega Race (Manual),,,,,Bally Midway Manufacturing Company,,Commodore International,English,1982,,,,,,,,,,,,2014.01.321,,Bill Chapman,,,,,
Commodore VIC-20 - The Friendly Computer (Brochure),Printed Matter,Manual,User,Commodore International,Commodore VIC-20 - The Friendly Computer,,,,,Commodore International,,Commodore International,English,,,L06VIC20,,,,,,,,,,2014.01.322,,Aaron Kuhn,,,,,
"Apple - Getting Started With Your Powerbook: Includes Setup, Expansion, and Troubleshooting Information for PowerBook Computers",Printed Matter,Manual,Setup,"Apple Computer, Inc.","Includes Setup, Expansion, and Troubleshooting Information for PowerBook Computers",,,,Apple Computer,,,Apple Computer,English,2000,,,,,,,,,,,,2014.06.11,,John Hopkins,,,,,
Macintosh - Mac OS X Panther v10.3: Installation and Setup Guide,Printed Matter,Manual,Setup,"Apple Computer, Inc.",Installation and Setup Guide,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2003,,,,,,,,,,,,2014.06.12,,John Hopkins,,,,,
Apple - Welcome to Panther: Find Out What You Can Do with Mac OS and Mac OS X Applications,Printed Matter,Manual,Introductory,"Apple Computer, Inc.",Find Out What You Can Do with Mac OS and Mac OS X Applications,,,,Apple Computer,,,Apple Computer,English,2003,,,,,,,,,,,,2014.06.13,,John Hopkins,,,,,
Apple - Final Cut Pro 4 - Tutorials,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple - Final Cut Pro 4 - Tutorials,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2003,,034-2116-A,,,,,,,,,,2014.06.29,,John Hopkins,,,,,
Building Web Sites with Macromedia StudioMX,Printed Matter,Book,Reference,Design/Visuals,Building Web Sites with Macromedia StudioMX,,,,,"Tom Green, Jordan Chilcott, and Chris Flick",,New Riders Publishing - David Dwyer,English,2003,,0-7357-1272-7,,,,,,,,,,2014.06.3,,John Hopkins,,,,,
Apple - Final Cut Pro 4 - User’s Manual Volume I,Printed Matter,Manual,Setup,"Apple Computer, Inc.","Setting Up, Input and Output",,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2003,,034-2113-A,,,,,,,,,,2014.06.30,,John Hopkins,,,,,
Apple - Final Cut Pro 4 - User’s Manual Volume II,Printed Matter,Manual,User,"Apple Computer, Inc.",Editorial,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2003,,034-2114-A,,,,,,,,,,2014.06.31,,John Hopkins,,,,,
Apple - Final Cut Pro 4 - User’s Manual Volume III: Effects,Printed Matter,Manual,User,"Apple Computer, Inc.",Effects,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2003,,034-2115-A,,,,,,,,,,2014.06.32,,John Hopkins,,,,,
Apple - DVD Studio Pro User’s Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple - DVD Studio Pro User’s Manual,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,2001,,034-2024-A,,,,,,,,,,2014.06.33,,John Hopkins,,,,,
Apple - QuickTime VR Authoring Studio User’s Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple - QuickTime VR Authoring Studio User’s Manual,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,1997,,U976000-084A,,,,,,,,,,2014.06.34,,John Hopkins,,,,,
Roxio Toast 5 Titanium User’s Guide,Printed Matter,Manual,User,Software,Roxio Toast 5 Titanium User’s Guide,,,,Roxio,,,Roxio,English,1994-2002,,150003-02UN,,,,,,,,,,2014.06.35,,John Hopkins,,,,,
Adobe Premiere 6.5 Design Professional,Printed Matter,Manual,User,Adobe,Adobe Premiere 6.5 Design Professional,,,,Chris Botello,,Nicole Pinard and Ann Fisher,Thomson Course Technology,English,2004,,0-619-10981-5,,,,,,,,,,2014.06.36,,John Hopkins,,,,,
Editing Techniques with Final Cut Pro,Printed Matter,Book,Reference,Design/Visuals,Editing Techniques with Final Cut Pro,,,,,Michael Wohl,,Peachpit Press,English,2002,,0-201-73483-4,,,,,,,,,,2014.06.37,,John Hopkins,,,,,
Final Cut Pro 3 for Macintosh,Printed Matter,Book,Reference,Design/Visuals,Final Cut Pro 3 for Macintosh,,,,,Lisa Brenneis,,Peachpit Press,English,2002,,0-321-11583-X,,,,,,,,,,2014.06.38,,John Hopkins,,,,,
Wizards and Their Wonders: Portraits in Computing,Printed Matter,Book,General Interest,Technoculture,Portraits in Computing,,,,,Louis Fabian Bachrach and Christopher Morgan,,ACM Press,English,1997,, 0-89791-960-2,,,,,,,,,,2014.06.4,,Hal Shear,,,,,
USB Explained,Printed Matter,Book,Reference,Computer Literacy,USB Explained,,,,,Steven McDowell and Martin Seyer,,Prentice Hall PTR,English,1999,,0-13-081153-X,,,,,,,,,,2014.06.40,,John Hopkins,,,,,
Macromedia Studio MX: Exploring Macromedia Studio MX,Printed Matter,Manual,Introductory,Software,Exploring Macromedia Studio MX,,,,Macromedia,,,Macromedia,English,1988-2002,,zws60m100,,,,,,,,,,2014.06.41,,John Hopkins,,,,,
Macromedia Dreamweaver MX: Getting Started with Dreamweaver MX,Printed Matter,Manual,Introductory,Software,Getting Started with Dreamweaver MX,,,,Macromedia,,,Macromedia,English,1997-2002,,ZDW60M100,,,,,,,,,,2014.06.42,,John Hopkins,,,,,
